IP Source,PERMIT,PERMIT TCP,PERMIT UDP,DENY,Nb Port Dest,Nb Port Src,Port Dest Well-Known,Port Dest Registered,Port Dest Dynamic/Private
123.165.155.17,0,0,0,2,1,1,0,2,0
123.165.155.19,0,0,0,3,1,1,0,3,0
123.165.155.21,0,0,0,2,1,1,0,2,0
123.166.135.216,0,0,0,2,1,1,0,2,0
123.171.47.121,0,0,0,2,1,1,0,2,0
123.172.100.237,0,0,0,2,1,1,0,2,0
123.172.164.100,0,0,0,2,1,1,0,2,0
123.172.173.244,0,0,0,2,1,1,0,2,0
123.172.53.198,0,0,0,2,1,1,0,2,0
123.172.53.68,0,0,0,2,1,1,0,2,0
123.172.77.161,0,0,0,2,1,1,0,2,0
123.172.82.205,0,0,0,2,1,1,0,2,0
123.172.97.49,0,0,0,2,1,1,0,2,0
123.173.102.81,0,0,0,2,1,1,0,2,0
123.173.7.13,0,0,0,1,1,1,0,1,0
123.173.73.52,0,0,0,2,1,1,0,2,0
123.173.90.58,0,0,0,2,1,1,0,2,0
123.174.189.95,12,0,0,0,1,12,0,0,12
123.175.113.26,0,0,0,2,1,1,0,2,0
123.175.194.160,0,0,0,2,1,1,0,2,0
123.175.53.243,0,0,0,2,1,1,0,2,0
123.177.23.101,0,0,0,1,1,1,0,1,0
123.18.88.62,0,0,0,1,1,1,0,1,0
123.183.11.217,0,0,0,1,1,1,0,0,1
123.185.204.85,0,0,0,1,1,1,0,1,0
123.185.223.183,0,0,0,1,1,1,0,1,0
123.185.45.133,0,0,0,2,1,1,0,2,0
123.187.240.242,1,0,0,0,1,1,0,0,1
123.188.82.69,0,0,0,2,1,1,0,2,0
123.188.88.123,0,0,0,2,1,1,0,2,0
123.190.26.99,0,0,0,2,1,1,0,2,0
123.193.226.2,0,0,0,1,1,1,0,1,0
123.194.11.217,0,0,0,1,1,1,0,1,0
123.205.1.201,0,0,0,1,1,1,0,1,0
123.205.171.171,0,0,0,1,1,1,0,1,0
123.207.216.241,6,0,0,0,1,3,0,6,0
123.207.35.85,0,0,0,2,2,2,0,2,0
123.224.33.34,0,0,0,1,1,1,0,1,0
123.231.75.18,0,0,0,1,1,1,0,1,0
123.24.138.39,0,0,0,1,1,1,0,1,0
123.241.15.46,0,0,0,1,1,1,0,0,1
123.241.31.113,0,0,0,1,1,1,0,1,0
123.241.93.58,0,0,0,1,1,1,0,1,0
123.244.150.16,0,0,0,2,1,1,0,2,0
123.246.200.41,0,0,0,1,1,1,0,1,0
123.25.111.94,0,0,0,1,1,1,0,1,0
123.253.46.180,0,0,0,3,1,1,0,3,0
123.254.109.109,0,0,0,1,1,1,0,0,1
123.254.109.112,0,0,0,1,1,1,0,1,0
123.254.109.115,0,0,0,2,2,1,1,1,0
123.254.109.116,0,0,0,2,2,1,0,1,1
123.254.109.161,0,0,0,1,1,1,0,1,0
123.254.109.162,0,0,0,1,1,1,0,1,0
123.254.109.163,0,0,0,1,1,1,0,0,1
123.254.109.164,0,0,0,1,1,1,0,0,1
123.254.109.165,0,0,0,1,1,1,0,0,1
123.254.109.168,0,0,0,1,1,1,0,1,0
123.254.109.170,0,0,0,1,1,1,0,0,1
123.254.109.171,0,0,0,1,1,1,0,1,0
123.254.109.172,0,0,0,1,1,1,0,1,0
123.254.109.173,0,0,0,1,1,1,0,0,1
123.254.109.175,10,0,0,2,3,5,0,12,0
123.254.109.180,0,0,0,1,1,1,0,0,1
123.254.109.185,0,0,0,2,2,1,0,1,1
123.254.109.186,0,0,0,2,2,2,0,0,2
123.254.109.187,0,0,0,1,1,1,0,0,1
123.254.109.225,0,0,0,1,1,1,0,1,0
123.254.109.228,0,0,0,1,1,1,0,0,1
123.254.109.240,0,0,0,1,1,1,0,1,0
123.254.109.241,0,0,0,1,1,1,0,0,1
123.254.109.243,0,0,0,5,1,1,0,5,0
123.254.109.245,0,0,0,4,1,1,0,4,0
123.254.109.246,0,0,0,1,1,1,0,0,1
123.254.109.247,0,0,0,1,1,1,0,1,0
123.254.109.67,0,0,0,1,1,1,0,0,1
123.254.109.68,0,0,0,1,1,1,0,1,0
123.254.109.70,0,0,0,1,1,1,0,1,0
123.254.109.76,0,0,0,1,1,1,0,0,1
123.254.109.85,0,0,0,1,1,1,0,0,1
123.254.109.86,0,0,0,1,1,1,0,1,0
123.254.109.92,0,0,0,1,1,1,0,1,0
123.254.109.93,0,0,0,1,1,1,0,0,1
123.254.109.95,0,0,0,2,2,1,0,0,2
123.26.25.104,0,0,0,4,2,4,0,4,0
123.30.157.54,28,0,0,0,1,14,0,28,0
123.52.250.9,0,0,0,1,1,1,0,1,0
123.52.26.11,0,0,0,1,1,1,0,1,0
123.54.68.91,0,0,0,1,1,1,0,1,0
123.56.25.66,37,0,0,0,1,37,0,37,0
123.56.98.100,10,0,0,0,1,5,0,10,0
123.57.188.193,0,0,0,2,2,2,0,2,0
123.58.207.127,0,0,0,1,1,1,0,1,0
123.58.207.160,0,0,0,2,2,2,0,1,1
123.60.55.102,0,0,0,2,2,2,0,2,0
123.7.89.67,0,0,0,1,1,1,0,1,0
123.96.94.205,2,0,0,0,1,1,0,2,0
123.97.79.3,0,0,0,1,1,1,0,1,0
123.98.214.99,0,0,0,2,1,1,0,2,0
124.105.184.161,0,0,0,1,1,1,0,1,0
124.106.104.88,0,0,0,1,1,1,0,1,0
124.106.234.16,8,0,0,0,1,8,0,8,0
124.106.55.46,0,0,0,1,1,1,0,1,0
124.107.239.42,0,0,0,8,8,8,0,6,2
124.110.60.91,0,0,0,3,1,1,0,3,0
124.112.103.124,0,0,0,3,1,3,0,3,0
124.117.195.113,0,0,0,1,1,1,0,1,0
124.119.13.2,0,0,0,1,1,1,0,0,1
124.127.150.8,6,0,0,0,1,6,0,6,0
124.129.197.202,0,0,0,1,1,1,0,1,0
124.13.132.138,0,0,0,1,1,1,0,1,0
124.133.2.33,2,0,0,0,1,1,0,2,0
124.137.205.60,2,0,0,0,1,1,0,2,0
124.14.224.84,0,0,0,1,1,1,0,1,0
124.143.83.147,0,0,0,1,1,1,0,1,0
124.149.214.113,1,0,0,0,1,1,0,1,0
124.152.47.74,2,0,0,0,1,1,0,2,0
124.154.111.180,0,0,0,1,1,1,0,1,0
124.156.192.217,4,0,0,0,1,4,0,4,0
124.156.194.47,48,0,0,0,1,24,0,48,0
124.156.200.17,49,0,0,0,1,49,0,49,0
124.156.205.101,2,0,0,0,1,1,0,2,0
124.156.207.67,422,0,0,0,1,422,0,422,0
124.156.238.47,0,0,0,5,5,5,1,4,0
124.160.130.20,0,0,0,1,1,1,0,1,0
124.170.107.179,1,0,0,0,1,1,0,1,0
124.170.233.93,1,0,0,0,1,1,0,1,0
124.186.71.27,1,0,0,0,1,1,0,1,0
124.188.108.82,1,0,0,0,1,1,0,1,0
124.193.186.211,2,0,0,0,1,1,0,2,0
124.197.211.156,0,0,0,1,1,1,0,1,0
124.197.68.205,2,0,0,0,1,1,0,2,0
124.205.183.45,0,0,0,1,1,1,0,1,0
124.208.177.66,0,0,0,2,1,1,0,2,0
124.217.189.145,2,0,0,0,1,2,0,2,0
124.220.1.58,0,0,0,2,2,2,0,2,0
124.220.23.48,0,0,0,1,1,1,0,1,0
124.220.32.45,0,0,0,1,1,1,0,1,0
124.220.96.175,0,0,0,2,2,2,0,2,0
124.220.98.71,0,0,0,1,1,1,0,1,0
124.222.119.250,0,0,0,1,1,1,0,0,1
124.222.122.165,2,0,0,0,1,1,0,2,0
124.222.184.115,2,0,0,0,1,1,0,2,0
124.222.27.193,0,0,0,1,1,1,0,1,0
124.222.93.216,0,0,0,1,1,1,0,1,0
124.223.141.114,0,0,0,1,1,1,0,1,0
124.223.158.95,0,0,0,1,1,1,0,1,0
124.223.36.207,0,0,0,1,1,1,0,0,1
124.223.85.21,2,0,0,0,1,1,0,2,0
124.225.164.130,3,0,0,0,1,3,0,0,3
124.226.222.66,3,0,0,0,1,3,0,0,3
124.230.1.59,0,0,0,2,1,1,0,2,0
124.230.113.169,0,0,0,2,1,1,0,2,0
124.234.128.118,0,0,0,4,1,2,0,4,0
124.234.131.173,0,0,0,2,1,1,0,2,0
124.234.158.198,0,0,0,2,1,1,0,2,0
124.234.158.32,0,0,0,2,1,1,0,2,0
124.234.179.158,0,0,0,2,1,1,0,2,0
124.234.179.176,0,0,0,1,1,1,0,0,1
124.234.180.122,0,0,0,2,1,1,0,2,0
124.234.211.223,0,0,0,1,1,1,0,0,1
124.234.252.47,0,0,0,2,1,1,0,2,0
124.234.254.164,0,0,0,2,1,1,0,2,0
124.234.254.247,0,0,0,2,1,1,0,2,0
124.234.255.162,0,0,0,4,1,2,0,4,0
124.234.49.228,0,0,0,2,1,1,0,2,0
124.235.138.50,0,0,0,1,1,1,0,0,1
124.235.175.211,0,0,0,2,1,1,0,2,0
124.235.175.50,0,0,0,2,1,1,0,2,0
124.235.252.224,0,0,0,2,1,1,0,2,0
124.238.118.139,0,0,0,1,1,1,0,1,0
124.246.89.164,2,0,0,0,1,1,0,2,0
124.248.194.74,0,0,0,1,1,1,0,1,0
124.255.20.141,0,0,0,1,1,1,0,1,0
124.255.20.23,0,0,0,1,1,1,0,1,0
124.255.20.68,0,0,0,1,1,1,0,1,0
124.255.20.91,0,0,0,1,1,1,0,1,0
124.29.253.147,0,0,0,1,1,1,0,1,0
124.5.48.191,0,0,0,1,1,1,0,1,0
124.6.183.228,0,0,0,1,1,1,0,1,0
124.74.109.94,0,0,0,1,1,1,0,1,0
124.74.110.230,0,0,0,4,1,4,0,4,0
124.78.112.11,0,0,0,1,1,1,0,1,0
124.78.167.229,2,0,0,0,1,2,0,2,0
124.78.58.222,0,0,0,2,1,2,0,2,0
124.79.245.43,2,0,0,0,1,1,0,2,0
124.82.71.24,0,0,0,1,1,1,0,1,0
124.87.57.165,0,0,0,2,1,1,0,2,0
124.89.86.173,0,0,0,1,1,1,0,1,0
124.89.86.176,0,0,0,1,1,1,0,1,0
124.89.86.220,0,0,0,1,1,1,0,0,1
124.89.86.231,0,0,0,1,1,1,0,1,0
124.89.86.238,0,0,0,1,1,1,0,1,0
124.91.223.125,0,0,0,2,1,1,0,2,0
124.94.69.31,0,0,0,2,1,1,0,2,0
125.109.51.231,0,0,0,2,1,1,0,2,0
125.110.237.82,0,0,0,1,1,1,0,1,0
125.120.33.102,0,0,0,2,1,1,0,2,0
125.121.36.190,0,0,0,1,1,1,0,1,0
125.122.220.153,0,0,0,1,1,1,0,1,0
125.128.148.243,0,0,0,35,35,1,0,26,9
125.131.80.13,0,0,0,1,1,1,0,1,0
125.135.135.167,4,0,0,0,1,2,0,4,0
125.135.25.101,0,0,0,2,1,1,0,2,0
125.136.177.122,0,0,0,3,1,1,0,3,0
125.137.139.155,0,0,0,2,1,1,0,2,0
125.137.238.226,0,0,0,2,2,1,0,2,0
125.137.244.200,3,0,0,0,1,3,0,3,0
125.137.4.38,0,0,0,1,1,1,0,1,0
125.138.148.100,0,0,0,1,1,1,0,0,1
125.139.18.107,0,0,0,1,1,1,0,1,0
125.139.228.190,0,0,0,3,1,1,0,3,0
125.139.65.37,4,0,0,0,1,2,0,4,0
125.140.156.108,4,0,0,0,1,2,0,4,0
125.141.32.216,0,0,0,4,1,1,0,4,0
125.142.130.222,0,0,0,1,1,1,0,1,0
125.160.103.168,1,0,0,0,1,1,0,1,0
125.161.172.44,0,0,0,1,1,1,0,1,0
125.163.77.205,0,0,0,1,1,1,0,1,0
125.164.1.111,0,0,0,1,1,1,0,1,0
125.164.2.202,0,0,0,1,1,1,0,1,0
125.164.22.236,0,0,0,1,1,1,0,0,1
125.168.224.151,1,0,0,0,1,1,0,1,0
125.179.99.135,0,0,0,2,1,1,0,2,0
125.209.107.60,0,0,0,1,1,1,0,1,0
125.209.73.30,0,0,0,1,1,1,0,1,0
125.209.82.150,2,0,0,0,1,1,0,2,0
125.212.217.214,0,0,0,3,3,1,0,3,0
125.212.220.34,3,0,0,0,1,3,0,3,0
125.213.130.78,2,0,0,0,1,1,0,2,0
125.227.251.91,0,0,0,1,1,1,0,1,0
125.227.48.149,0,0,0,1,1,1,0,1,0
125.228.25.171,0,0,0,1,1,1,0,1,0
125.228.49.210,4,0,0,0,1,2,0,4,0
125.228.80.213,0,0,0,1,1,1,0,1,0
125.235.236.144,0,0,0,1,1,1,0,1,0
125.236.185.245,0,0,0,1,1,1,0,0,1
125.237.190.27,1,0,0,0,1,1,0,1,0
125.24.174.252,0,0,0,2,1,1,0,2,0
125.24.49.208,0,0,0,2,1,1,0,2,0
125.243.63.167,0,0,0,1,1,1,0,0,1
125.244.54.161,0,0,0,1,1,1,0,1,0
125.25.110.19,0,0,0,2,1,1,0,2,0
125.25.191.184,1,0,0,0,1,1,0,1,0
125.26.184.247,0,0,0,1,1,1,0,1,0
125.31.80.64,0,0,0,1,1,1,0,1,0
125.33.37.70,0,0,0,1,1,1,0,1,0
125.34.90.8,2,0,0,0,1,1,0,2,0
125.36.159.88,0,0,0,4,4,4,1,1,2
125.46.70.74,0,0,0,1,1,1,0,1,0
125.47.200.250,0,0,0,2,1,1,0,2,0
125.63.20.199,1,0,0,0,1,1,0,1,0
125.69.0.57,0,0,0,2,1,2,0,2,0
125.71.239.134,0,0,0,1,1,1,0,1,0
125.72.100.110,0,0,0,1,1,1,0,1,0
125.72.236.66,0,0,0,1,1,1,0,1,0
125.72.252.207,0,0,0,2,1,1,0,2,0
125.74.55.217,0,0,0,2,2,2,0,2,0
125.75.66.97,1,0,0,0,1,1,0,0,1
125.94.144.102,1,0,0,0,1,1,0,0,1
126.102.205.41,0,0,0,1,1,1,0,1,0
126.111.184.93,0,0,0,2,1,1,0,2,0
126.57.252.124,0,0,0,2,1,1,0,2,0
128.1.91.90,0,0,0,1,1,1,0,1,0
128.1.91.93,0,0,0,1,1,1,0,0,1
128.1.91.94,0,0,0,1,1,1,0,0,1
128.106.161.201,2,0,0,0,1,1,0,2,0
128.119.201.49,1,0,0,0,1,1,0,1,0
128.14.128.178,0,0,0,1,1,1,0,1,0
128.14.128.180,0,0,0,1,1,1,0,0,1
128.14.133.58,3,0,0,1,3,4,0,3,1
128.14.152.43,1,0,0,0,1,1,0,0,1
128.14.152.44,1,0,0,0,1,1,0,1,0
128.14.152.46,1,0,0,1,2,2,0,1,1
128.14.188.100,0,0,0,1,1,1,0,0,1
128.14.188.106,0,0,0,1,1,1,0,0,1
128.14.188.107,0,0,0,1,1,1,0,1,0
128.14.188.99,0,0,0,1,1,1,0,0,1
128.14.209.163,0,0,0,2,2,2,0,1,1
128.14.209.165,0,0,0,1,1,1,0,0,1
128.14.209.22,0,0,0,1,1,1,0,1,0
128.14.209.26,13,0,0,0,2,13,0,12,1
128.14.209.30,0,0,0,1,1,1,0,0,1
128.14.209.34,93,0,0,0,1,10,0,93,0
128.14.209.38,0,0,0,1,1,1,0,0,1
128.14.209.46,0,0,0,2,2,2,1,0,1
128.14.211.210,0,0,0,1,1,1,0,0,1
128.14.227.37,0,0,0,1,1,1,0,1,0
128.14.236.128,0,0,0,2,2,2,0,0,2
128.14.237.130,0,0,0,2,2,2,0,1,1
128.14.237.237,0,0,0,2,2,2,0,1,1
128.14.237.9,0,0,0,2,2,2,0,0,2
128.14.239.217,0,0,0,1,1,1,0,0,1
128.14.239.39,0,0,0,1,1,1,0,1,0
128.14.83.42,0,0,0,1,1,1,0,0,1
128.140.11.12,0,0,0,2,2,1,0,2,0
128.140.114.178,1,0,0,0,1,1,0,1,0
128.140.117.188,1,0,0,0,1,1,0,1,0
128.140.63.93,1,0,0,0,1,1,0,0,1
128.146.189.112,46,0,0,0,1,46,0,46,0
128.173.237.144,3,0,0,0,1,3,0,3,0
128.199.11.223,18,0,0,0,1,9,0,18,0
128.199.114.137,2,0,0,0,2,2,0,1,1
128.199.16.80,0,0,0,1,1,1,0,0,1
128.199.173.229,28,0,0,0,1,14,0,28,0
128.199.197.179,57,0,0,0,1,57,0,0,57
128.199.205.12,37,0,0,0,2,37,0,17,20
128.199.22.234,0,0,0,2,1,2,0,0,2
128.199.52.228,0,0,0,11,11,1,0,0,11
128.2.178.249,3,0,0,0,1,3,0,3,0
128.2.204.177,8,0,0,0,1,8,0,8,0
128.201.111.42,4,0,0,0,1,4,0,4,0
128.201.140.1,1,0,0,0,1,1,0,0,1
128.201.216.1,2,0,0,0,2,2,0,1,1
128.205.217.141,4,0,0,0,1,4,0,4,0
128.205.39.35,1,0,0,0,1,1,0,1,0
128.205.9.1,2,0,0,0,1,2,0,2,0
128.54.149.50,7,0,0,0,2,7,0,6,1
128.54.15.124,4,0,0,0,1,4,0,4,0
128.54.213.233,30,0,0,0,1,30,0,30,0
128.90.43.156,2,0,0,0,2,2,0,1,1
128.90.89.129,2,0,0,0,2,2,0,1,1
128.92.247.35,0,0,0,1,1,1,0,1,0
129.0.31.238,2,0,0,0,2,2,0,1,1
129.137.16.1,13,0,0,0,1,13,0,13,0
129.146.191.76,65,0,0,75,27,58,0,104,36
129.146.242.24,22,0,0,0,1,11,0,22,0
129.153.25.174,105,0,0,0,1,105,0,105,0
129.158.253.200,97,0,0,0,1,97,0,97,0
129.170.195.214,147,0,0,0,1,147,0,147,0
129.174.182.42,4,0,0,0,1,4,0,4,0
129.205.29.195,0,0,0,1,1,1,0,1,0
129.206.9.242,3,0,0,0,1,3,0,3,0
129.206.9.243,2,0,0,0,1,2,0,2,0
129.211.185.189,0,0,0,1,1,1,0,1,0
129.213.113.26,1,0,0,0,1,1,0,1,0
129.222.60.202,1,0,0,0,1,1,0,1,0
129.226.145.89,4,0,0,0,1,2,0,4,0
129.226.146.86,42,0,0,0,1,42,0,42,0
129.226.150.120,47,0,0,0,1,47,0,47,0
129.226.153.118,33,0,0,0,1,33,0,33,0
129.226.159.231,42,0,0,0,1,42,0,42,0
129.226.194.215,37,0,0,0,1,37,0,37,0
129.226.208.127,13,0,0,0,1,13,0,13,0
129.226.209.202,46,0,0,0,1,23,0,46,0
129.226.209.249,2,0,0,0,1,1,0,2,0
129.226.215.97,159,0,0,0,1,159,0,159,0
129.226.221.72,2,0,0,0,1,1,0,2,0
129.226.82.174,2,0,0,0,1,1,0,2,0
129.226.89.244,38,0,0,0,1,19,0,38,0
129.226.95.156,48,0,0,0,1,24,0,48,0
129.254.176.187,25,0,0,0,1,25,0,25,0
129.62.69.30,1,0,0,0,1,1,0,1,0
129.80.117.174,80,0,0,0,1,79,0,80,0
13.208.182.236,2,0,0,0,2,2,0,1,1
13.212.29.20,2,0,0,0,1,2,0,2,0
13.233.253.219,4,0,0,0,2,4,0,3,1
13.40.142.36,1,0,0,0,1,1,0,1,0
13.40.178.98,0,0,0,4,1,1,0,0,4
13.40.19.26,0,0,0,4,1,1,0,0,4
13.40.27.199,39,0,0,0,2,35,0,19,20
13.43.215.191,1,0,0,0,1,1,0,1,0
13.48.3.45,88,0,0,0,1,88,0,88,0
13.51.48.222,2,0,0,0,2,2,0,1,1
13.52.245.50,0,0,0,8,4,4,0,8,0
13.57.27.90,22,0,0,0,1,22,0,22,0
13.76.4.134,0,0,0,1,1,1,0,1,0
13.87.247.220,3,0,0,0,1,3,0,3,0
130.105.201.122,2,0,0,0,2,2,0,1,1
130.149.80.199,1,0,0,0,1,1,0,1,0
130.180.215.11,2,0,0,0,1,2,0,2,0
130.211.100.231,2,0,0,0,1,1,0,2,0
130.211.105.91,0,0,0,4,4,1,0,1,3
130.211.70.253,2,0,0,0,2,2,0,1,1
130.44.212.100,3,0,0,0,1,3,0,3,0
130.44.212.101,6,0,0,0,1,6,0,6,0
130.44.212.102,6,0,0,0,1,6,0,6,0
130.44.212.103,2,0,0,0,1,2,0,2,0
130.44.212.104,2,0,0,0,1,2,0,2,0
130.44.212.105,4,0,0,0,1,4,0,4,0
130.44.212.106,1,0,0,0,1,1,0,1,0
130.44.212.107,2,0,0,0,1,2,0,2,0
130.44.212.109,2,0,0,0,1,2,0,2,0
130.44.212.110,3,0,0,0,1,3,0,3,0
130.44.212.111,1,0,0,0,1,1,0,1,0
130.44.212.112,1,0,0,0,1,1,0,1,0
130.44.212.113,2,0,0,0,1,2,0,2,0
130.44.212.114,1,0,0,0,1,1,0,1,0
130.44.212.115,4,0,0,0,1,4,0,4,0
130.44.212.116,1,0,0,0,1,1,0,1,0
130.44.212.117,1,0,0,0,1,1,0,1,0
130.44.212.118,1,0,0,0,1,1,0,1,0
130.44.212.119,2,0,0,0,1,2,0,2,0
130.44.212.120,1,0,0,0,1,1,0,1,0
130.44.212.121,2,0,0,0,1,2,0,2,0
130.44.212.122,2,0,0,0,1,2,0,2,0
130.44.212.123,5,0,0,0,1,5,0,5,0
130.44.212.124,1,0,0,0,1,1,0,1,0
130.44.212.125,5,0,0,0,1,5,0,5,0
130.44.212.97,3,0,0,0,1,3,0,3,0
130.44.212.99,5,0,0,0,1,5,0,5,0
130.44.215.104,1,0,0,0,1,1,0,1,0
130.44.215.108,3,0,0,0,1,3,0,3,0
130.44.215.109,3,0,0,0,1,3,0,3,0
130.44.215.110,2,0,0,0,1,2,0,2,0
130.44.215.112,2,0,0,0,1,2,0,2,0
130.44.215.114,3,0,0,0,1,3,0,3,0
130.44.215.115,2,0,0,0,1,2,0,2,0
130.44.215.117,1,0,0,0,1,1,0,1,0
130.44.215.118,2,0,0,0,1,2,0,2,0
130.44.215.119,1,0,0,0,1,1,0,1,0
130.44.215.120,1,0,0,0,1,1,0,1,0
130.44.215.121,1,0,0,0,1,1,0,1,0
130.44.215.124,2,0,0,0,1,2,0,2,0
130.44.215.125,2,0,0,0,1,2,0,2,0
130.44.215.126,1,0,0,0,1,1,0,1,0
130.44.215.97,1,0,0,0,1,1,0,1,0
130.44.215.98,1,0,0,0,1,1,0,1,0
130.51.21.219,0,0,0,1,1,1,0,1,0
130.93.17.122,15,0,0,0,1,15,0,15,0
130.93.6.228,4,0,0,0,1,2,0,4,0
131.0.158.25,0,0,0,2,1,1,0,2,0
131.106.4.154,7,0,0,0,1,7,0,7,0
131.107.147.215,1,0,0,0,1,1,0,1,0
131.108.28.164,0,0,0,2,1,1,0,2,0
131.108.28.186,0,0,0,2,1,1,0,2,0
131.108.31.123,0,0,0,2,1,1,0,2,0
131.159.24.205,1,0,0,0,1,1,0,0,1
131.161.44.100,0,0,0,1,1,1,0,1,0
131.191.22.130,5,0,0,0,1,5,0,5,0
131.196.197.43,9,0,0,0,2,9,0,4,5
131.196.198.124,5,0,0,0,2,5,0,4,1
131.196.254.17,0,0,0,2,1,2,0,0,2
131.221.227.71,2,0,0,0,2,2,0,1,1
132.145.62.17,0,0,0,2,2,2,0,0,2
132.148.72.192,0,0,0,38,1,38,0,38,0
132.148.73.78,2,0,0,0,1,2,0,0,2
132.148.75.0,0,0,0,1,1,1,0,1,0
132.148.76.25,0,0,0,42,1,42,0,42,0
132.148.85.94,6,0,0,48,49,3,0,50,4
132.205.229.24,2,0,0,0,1,2,0,2,0
132.239.21.43,4,0,0,0,1,4,0,4,0
132.255.224.57,2,0,0,0,1,1,0,2,0
133.155.7.150,1,0,0,0,1,1,0,1,0
133.175.95.145,0,0,0,1,1,1,0,1,0
133.202.87.159,0,0,0,2,1,1,0,2,0
134.119.190.247,2,0,0,0,1,2,0,2,0
134.122.100.234,1,0,0,0,1,1,0,1,0
134.122.105.34,2,0,0,14,16,1,0,7,9
134.122.19.182,0,0,0,6,1,6,0,6,0
134.122.30.157,0,0,0,1,1,1,0,0,1
134.122.80.199,0,0,0,2,2,2,0,1,1
134.122.9.187,0,0,0,1,1,1,0,0,1
134.130.37.175,50,0,0,0,1,50,0,50,0
134.175.48.152,0,0,0,6,1,6,0,6,0
134.209.101.182,0,0,0,6,3,3,0,4,2
134.209.103.181,0,0,0,1,1,1,0,1,0
134.209.110.87,17,0,0,0,2,17,0,1,16
134.209.113.33,0,0,0,1,1,1,0,1,0
134.209.164.103,0,0,0,3,1,1,0,3,0
134.209.181.210,2,0,0,9,11,1,0,5,6
134.209.195.123,2,0,0,0,2,2,0,1,1
134.209.21.85,0,0,0,11,11,11,0,7,4
134.209.231.106,2,0,0,0,1,1,0,2,0
134.209.241.106,0,0,0,2,2,2,0,0,2
134.209.241.171,0,0,0,3,3,3,0,2,1
134.209.249.196,0,0,0,7,7,7,0,3,4
134.209.249.242,0,0,0,8,8,8,2,2,4
134.209.254.146,0,0,0,6,6,6,0,2,4
134.209.96.231,0,0,0,6,6,6,0,4,2
134.214.214.238,1,0,0,0,1,1,0,1,0
134.22.140.80,2,0,0,0,1,1,0,2,0
134.236.157.181,0,0,0,1,1,1,0,1,0
134.236.49.70,0,0,0,1,1,1,0,1,0
134.236.8.58,0,0,0,1,1,1,0,0,1
134.41.215.247,1,0,0,0,1,1,0,1,0
134.94.1.97,1,0,0,0,1,1,0,1,0
134.94.1.99,3,0,0,0,1,3,0,3,0
135.125.188.72,2,0,0,0,1,2,0,2,0
135.125.189.32,1,0,0,0,1,1,0,1,0
135.135.226.158,24,0,0,0,1,24,0,24,0
135.148.13.132,2,0,0,0,2,2,0,1,1
135.148.168.100,1,0,0,0,1,1,0,1,0
135.148.31.96,1,0,0,0,1,1,0,1,0
135.148.57.147,1,0,0,0,1,1,0,0,1
135.180.120.35,7,0,0,0,1,7,0,7,0
135.181.207.88,0,0,0,1,1,1,0,1,0
135.181.221.147,1,0,0,0,1,1,0,1,0
136.0.17.202,0,0,0,1,1,1,0,1,0
136.144.17.72,1,0,0,0,1,1,0,1,0
136.144.17.84,1,0,0,0,1,1,0,1,0
136.144.17.85,1,0,0,0,1,1,0,1,0
136.144.33.19,1,0,0,0,1,1,0,1,0
136.158.220.2,0,0,0,2,2,2,0,2,0
136.158.48.214,0,0,0,1,1,1,0,1,0
136.158.95.102,0,0,0,10,10,10,0,5,5
136.160.120.251,27,0,0,0,1,27,0,27,0
136.22.14.42,6,0,0,0,1,6,0,6,0
136.22.20.152,17,0,0,0,1,17,0,17,0
136.226.102.99,12,0,0,0,1,12,0,12,0
136.226.215.88,1,0,0,0,1,1,0,1,0
136.226.65.0,117,0,0,0,1,117,0,117,0
136.226.66.174,6,0,0,0,1,6,0,6,0
136.226.67.82,129,0,0,0,1,129,0,129,0
136.226.80.173,6,0,0,0,1,6,0,6,0
136.226.80.80,182,0,0,0,1,182,0,182,0
136.228.167.28,2,0,0,0,1,1,0,2,0
136.23.19.103,1,0,0,0,1,1,0,1,0
136.243.220.210,3,0,0,0,2,3,0,1,2
136.243.228.177,65,0,0,0,1,65,0,65,0
136.26.134.76,5,0,0,0,1,5,0,5,0
136.33.156.75,2,0,0,0,1,1,0,2,0
136.33.244.189,58,0,0,0,1,58,0,58,0
136.33.247.88,4,0,0,0,1,2,0,4,0
136.34.134.48,7,0,0,0,1,7,0,7,0
136.34.26.89,0,0,0,1,1,1,0,1,0
136.38.56.64,7,0,0,0,1,7,0,7,0
136.48.27.90,3,0,0,0,1,3,0,3,0
136.49.232.123,3,0,0,0,1,3,0,3,0
136.52.122.98,28,0,0,0,1,28,0,28,0
136.52.137.41,3,0,0,0,1,3,0,3,0
136.57.171.80,6,0,0,0,1,6,0,6,0
136.62.164.52,6,0,0,0,1,6,0,6,0
137.110.10.224,6,0,0,0,1,6,0,6,0
137.110.10.236,4,0,0,0,1,4,0,4,0
137.110.54.28,4,0,0,0,1,4,0,4,0
137.117.211.133,1,0,0,0,1,1,0,0,1
137.135.66.191,5,0,0,0,1,5,0,5,0
137.184.100.8,2,0,0,0,1,2,0,2,0
137.184.105.192,0,0,0,1,1,1,0,0,1
137.184.128.204,4,0,0,2,3,4,1,4,1
137.184.13.149,14,0,0,0,1,7,0,14,0
137.184.142.201,2,0,0,0,2,2,0,1,1
137.184.152.209,0,0,0,1,1,1,0,1,0
137.184.156.7,0,0,0,1,1,1,0,0,1
137.184.179.251,10,0,0,0,1,1,0,10,0
