IP Source,PERMIT,PERMIT TCP,PERMIT UDP,DENY,Nb Port Dest,Nb Port Src,Port Dest Well-Known,Port Dest Registered,Port Dest Dynamic/Private
1.0.255.245,0,0,0,1,1,1,0,1,0
1.1.136.123,0,0,0,1,1,1,0,1,0
1.10.247.195,0,0,0,1,1,1,0,1,0
1.11.45.8,2,0,0,0,1,2,0,0,2
1.117.220.131,0,0,0,2,1,1,0,2,0
1.117.3.64,4,0,0,0,1,1,0,4,0
1.119.176.126,1,0,0,0,1,1,0,1,0
1.125.21.248,5,0,0,0,1,5,0,5,0
1.13.3.234,2,0,0,0,1,1,0,2,0
1.13.5.215,2,0,0,0,1,1,0,2,0
1.147.48.234,1,0,0,0,1,1,0,1,0
1.147.78.157,1,0,0,0,1,1,0,1,0
1.152.19.6,1,0,0,0,1,1,0,1,0
1.158.130.88,1,0,0,0,1,1,0,1,0
1.160.195.218,0,0,0,1,1,1,0,1,0
1.161.188.104,0,0,0,2,1,1,0,2,0
1.168.224.188,0,0,0,1,1,1,0,1,0
1.169.175.160,0,0,0,1,1,1,0,1,0
1.169.93.180,24,0,0,0,1,24,0,0,24
1.171.127.69,0,0,0,1,1,1,0,1,0
1.175.150.18,0,0,0,1,1,1,0,1,0
1.177.63.27,0,0,0,1,1,1,0,1,0
1.182.138.76,0,0,0,2,1,1,0,2,0
1.2.134.97,0,0,0,1,1,1,0,1,0
1.2.145.221,0,0,0,6,2,1,0,6,0
1.2.156.24,0,0,0,1,1,1,0,1,0
1.2.188.32,0,0,0,1,1,1,0,1,0
1.202.196.27,4,0,0,0,1,2,0,4,0
1.205.25.27,0,0,0,2,1,1,0,2,0
1.206.35.183,0,0,0,2,1,1,0,2,0
1.222.161.50,0,0,0,1,1,1,0,1,0
1.228.69.2,0,0,0,1,1,1,0,1,0
1.245.155.30,0,0,0,1,1,1,0,1,0
1.245.170.252,0,0,0,15,2,1,0,15,0
1.248.100.71,0,0,0,2,1,1,0,2,0
1.249.213.124,23,0,0,0,1,23,0,23,0
1.25.58.99,0,0,0,1,1,1,0,0,1
1.252.196.126,0,0,0,4,1,1,0,4,0
1.252.235.244,0,0,0,2,1,1,0,2,0
1.29.27.119,0,0,0,1,1,1,0,1,0
1.32.253.86,1,0,0,0,1,1,0,1,0
1.34.156.171,0,0,0,1,1,1,0,1,0
1.34.202.45,1,0,0,0,1,1,0,0,1
1.34.246.252,0,0,0,1,1,1,0,1,0
1.34.55.95,0,0,0,1,1,1,0,1,0
1.34.69.11,0,0,0,4,1,1,0,4,0
1.40.181.86,1,0,0,0,1,1,0,1,0
1.48.183.96,0,0,0,2,1,1,0,2,0
1.48.189.27,0,0,0,2,1,1,0,2,0
1.53.8.67,0,0,0,1,1,1,0,1,0
1.54.176.46,0,0,0,1,1,1,0,1,0
1.54.209.193,0,0,0,1,1,1,0,1,0
1.54.66.241,0,0,0,1,1,1,0,1,0
1.56.203.26,0,0,0,2,1,1,0,2,0
1.62.25.226,0,0,0,2,1,1,0,2,0
1.63.226.147,2,0,0,0,1,1,0,2,0
1.69.109.144,0,0,0,2,1,1,0,2,0
1.69.110.52,0,0,0,2,1,1,0,2,0
1.69.183.160,0,0,0,2,1,1,0,2,0
1.69.235.67,0,0,0,2,1,1,0,2,0
1.70.10.124,0,0,0,1,1,1,0,1,0
1.70.103.184,0,0,0,4,1,2,0,4,0
1.70.124.39,0,0,0,2,1,1,0,2,0
1.70.128.184,0,0,0,2,1,1,0,2,0
1.70.129.172,0,0,0,1,1,1,0,0,1
1.70.178.253,0,0,0,2,1,1,0,2,0
1.70.96.172,0,0,0,2,1,1,0,2,0
1.72.0.150,1,0,0,0,1,1,0,1,0
1.84.119.26,0,0,0,1,1,1,0,1,0
1.9.201.178,0,0,0,1,1,1,0,1,0
1.94.109.60,1,0,0,0,1,1,0,1,0
10.197.101.177,0,0,0,1,1,1,0,1,0
100.1.120.130,0,0,0,1,1,1,0,1,0
100.11.180.16,24,0,0,0,1,24,0,24,0
100.12.84.76,135,0,0,0,1,135,0,135,0
100.14.6.40,6,0,0,0,1,6,0,6,0
100.15.226.206,6,0,0,0,1,6,0,6,0
100.17.1.13,1,0,0,0,1,1,0,1,0
100.18.9.108,12,0,0,0,1,12,0,12,0
100.2.41.222,0,0,0,1,1,1,0,1,0
100.24.29.189,2,0,0,0,1,2,0,2,0
100.24.38.136,2,0,0,0,1,2,0,2,0
100.26.140.82,2,0,0,0,1,2,0,2,0
100.26.22.196,36,0,0,0,2,36,0,24,12
100.26.29.10,1,0,0,0,1,1,0,1,0
100.27.22.63,2,0,0,0,2,2,0,1,1
100.27.34.37,3,0,0,0,1,3,0,3,0
100.38.177.18,1,0,0,0,1,1,0,1,0
100.6.116.131,8,0,0,0,1,7,0,8,0
100.8.212.104,1,0,0,0,1,1,0,1,0
100.92.36.120,24,0,0,0,2,24,0,10,14
100.92.36.121,6,0,0,0,2,6,0,1,5
100.92.37.182,14,0,0,0,2,14,0,6,8
100.92.38.121,13,0,0,0,2,13,0,5,8
100.92.38.158,30,0,0,0,2,30,0,12,18
100.92.38.165,12,0,0,0,2,12,0,6,6
100.92.39.235,6,0,0,0,2,6,0,1,5
101.108.101.83,0,0,0,2,1,1,0,2,0
101.108.102.143,0,0,0,2,1,1,0,2,0
101.109.212.165,0,0,0,1,1,1,0,1,0
101.109.229.236,0,0,0,1,1,1,0,1,0
101.115.153.238,1,0,0,0,1,1,0,1,0
101.12.42.209,1,0,0,0,1,1,0,1,0
101.127.227.53,0,0,0,1,1,1,0,1,0
101.127.250.66,0,0,0,2,1,1,0,2,0
101.13.2.179,0,0,0,1,1,1,0,1,0
101.13.2.183,0,0,0,1,1,1,0,1,0
101.132.103.81,0,0,0,1,1,1,0,1,0
101.132.69.15,0,0,0,2,2,2,0,2,0
101.168.42.126,0,0,0,1,1,1,0,1,0
101.198.192.11,84,0,0,0,1,84,0,84,0
101.198.192.15,240,0,0,0,1,240,0,240,0
101.200.130.203,0,0,0,1,1,1,0,1,0
101.200.139.21,15,0,0,0,1,15,0,15,0
101.207.113.73,2,0,0,0,1,1,0,2,0
101.227.237.110,1,0,0,0,1,1,0,0,1
101.227.67.99,0,0,0,1,1,1,0,1,0
101.24.130.21,0,0,0,1,1,1,0,1,0
101.32.103.44,0,0,0,8,8,8,1,4,3
101.32.141.93,46,0,0,0,1,23,0,46,0
101.32.215.110,1,0,0,0,1,1,0,0,1
101.32.221.146,7,0,0,0,1,7,0,7,0
101.32.239.6,45,0,0,0,1,45,0,45,0
101.32.242.201,40,0,0,0,1,40,0,40,0
101.32.244.107,2,0,0,0,1,1,0,2,0
101.33.235.237,2,0,0,0,1,1,0,2,0
101.34.103.153,2,0,0,0,1,1,0,2,0
101.34.69.115,0,0,0,1,1,1,0,0,1
101.35.240.82,4,0,0,1,2,2,0,5,0
101.35.245.29,3,0,0,2,2,4,0,0,5
101.36.106.136,0,0,0,3,3,3,0,1,2
101.36.106.208,0,0,0,1,1,1,0,1,0
101.36.106.248,0,0,0,1,1,1,0,1,0
101.36.108.118,0,0,0,4,4,4,0,1,3
101.36.108.191,0,0,0,1,1,1,0,0,1
101.36.111.141,0,0,0,1,1,1,0,0,1
101.36.111.20,0,0,0,3,3,3,0,0,3
101.36.113.66,0,0,0,1,1,1,0,0,1
101.36.114.124,0,0,0,2,2,2,0,1,1
101.36.114.198,0,0,0,3,3,3,0,3,0
101.36.114.222,0,0,0,1,1,1,0,0,1
101.36.121.119,0,0,0,1,1,1,0,0,1
101.36.97.187,0,0,0,1,1,1,0,0,1
101.37.116.101,0,0,0,1,1,1,0,0,1
101.37.33.93,6,0,0,0,1,3,0,6,0
101.4.96.254,5,0,0,0,1,5,0,5,0
101.43.198.187,0,0,0,2,1,1,0,2,0
101.43.250.153,2,0,0,0,1,1,0,2,0
101.43.27.31,2,0,0,0,1,1,0,2,0
101.43.5.247,0,0,0,1,1,1,0,1,0
101.43.59.197,0,0,0,1,1,1,0,1,0
101.47.0.8,5,0,0,0,1,5,0,5,0
101.47.0.9,5,0,0,0,1,5,0,5,0
101.50.3.86,0,0,0,1,1,1,0,0,1
101.51.148.94,0,0,0,1,1,1,0,1,0
101.51.255.155,0,0,0,3,1,1,0,3,0
101.51.255.72,0,0,0,1,1,1,0,1,0
101.53.100.155,0,0,0,1,1,1,0,1,0
101.53.101.16,0,0,0,1,1,1,0,1,0
101.53.219.172,1,0,0,0,1,1,0,1,0
101.53.219.83,1,0,0,0,1,1,0,1,0
101.67.50.41,1,0,0,0,1,1,0,0,1
101.69.206.211,0,0,0,1,1,1,0,1,0
101.70.126.100,17,0,0,0,1,17,0,17,0
101.70.6.20,0,0,0,1,1,1,0,1,0
101.73.5.207,0,0,0,1,1,1,0,1,0
101.74.201.110,0,0,0,1,1,1,0,1,0
101.74.246.166,0,0,0,2,1,1,0,2,0
101.80.203.165,0,0,0,3,1,1,0,3,0
101.80.77.105,0,0,0,1,1,1,0,1,0
101.83.44.139,0,0,0,1,1,1,0,1,0
101.85.54.247,0,0,0,1,1,1,0,1,0
102.119.20.245,1,0,0,0,1,1,0,1,0
102.128.186.102,0,0,0,1,1,1,0,1,0
102.129.232.53,1,0,0,0,1,1,0,0,1
102.129.252.154,1,0,0,0,1,1,0,1,0
102.129.252.171,1,0,0,0,1,1,0,1,0
102.129.82.189,1,0,0,0,1,1,0,1,0
102.141.39.100,2,0,0,0,1,2,0,2,0
102.141.7.42,2,0,0,0,1,2,0,2,0
102.162.96.101,1,0,0,0,1,1,0,1,0
102.164.99.24,2,0,0,0,1,2,0,2,0
102.165.54.232,4,0,0,0,1,4,0,4,0
102.165.54.66,4,0,0,0,1,4,0,4,0
102.165.55.25,4,0,0,0,1,4,0,4,0
102.186.74.69,0,0,0,1,1,1,0,1,0
102.213.205.113,2,0,0,0,1,1,0,2,0
102.215.57.221,4,0,0,0,1,4,0,4,0
102.215.63.227,3,0,0,0,2,3,0,2,1
102.218.51.118,4,0,0,0,2,4,0,2,2
102.220.167.15,0,0,0,1,1,1,0,1,0
102.248.77.36,0,0,0,1,1,1,0,1,0
102.40.144.220,0,0,0,1,1,1,0,1,0
102.45.1.155,5,0,0,0,1,5,0,5,0
102.50.242.63,0,0,0,2,1,1,0,0,2
102.68.172.14,0,0,0,1,1,1,0,1,0
102.88.62.203,0,0,0,1,1,1,0,1,0
102.89.32.100,0,0,0,1,1,1,0,1,0
102.89.34.104,0,0,0,1,1,1,0,1,0
102.90.42.25,0,0,0,1,1,1,0,1,0
102.90.47.206,0,0,0,1,1,1,0,1,0
103.102.231.4,0,0,0,12,1,12,0,0,12
103.102.231.5,0,0,0,13,1,13,0,0,13
103.103.244.116,26,0,0,0,1,26,0,26,0
103.103.244.117,2,0,0,0,1,2,0,2,0
103.103.244.118,9,0,0,0,1,9,0,9,0
103.103.244.119,29,0,0,0,1,29,0,29,0
103.103.244.120,8,0,0,0,1,8,0,8,0
103.103.244.98,4,0,0,0,1,4,0,4,0
103.104.156.3,6,0,0,0,1,6,0,6,0
103.110.43.196,2,0,0,0,1,1,0,2,0
103.110.43.197,54,0,0,0,1,27,0,54,0
103.110.43.201,2,0,0,0,1,1,0,2,0
103.110.43.205,2,0,0,0,1,1,0,2,0
103.112.53.177,0,0,0,1,1,1,0,1,0
103.114.105.211,1,0,0,0,1,1,0,0,1
103.116.9.18,0,0,0,1,1,1,0,1,0
103.120.173.142,0,0,0,1,1,1,0,1,0
103.122.191.112,2,0,0,0,2,2,0,1,1
103.122.191.22,1,0,0,0,1,1,0,0,1
103.123.43.106,0,0,0,11,11,11,0,10,1
103.123.9.160,0,0,0,1,1,1,0,1,0
103.127.180.254,0,0,0,1,1,1,0,1,0
103.13.209.252,5,0,0,0,2,5,0,2,3
103.130.12.117,0,0,0,597,2,1,0,597,0
103.130.166.56,0,0,0,1,1,1,0,1,0
103.130.209.70,0,0,0,1,1,1,0,1,0
103.131.18.64,0,0,0,1,1,1,0,1,0
103.131.71.100,1,0,0,0,1,1,0,0,1
103.131.71.101,1,0,0,0,1,1,0,0,1
103.131.71.103,1,0,0,0,1,1,0,1,0
103.131.71.105,1,0,0,0,1,1,0,1,0
103.131.71.107,1,0,0,0,1,1,0,1,0
103.131.71.129,1,0,0,0,1,1,0,0,1
103.131.71.132,2,0,0,0,2,2,0,1,1
103.131.71.133,3,0,0,0,2,3,0,1,2
103.131.71.134,2,0,0,0,1,2,0,0,2
103.131.71.137,1,0,0,0,1,1,0,0,1
103.131.71.139,1,0,0,0,1,1,0,1,0
103.131.71.140,1,0,0,0,1,1,0,0,1
103.131.71.141,3,0,0,0,2,3,0,2,1
103.131.71.143,1,0,0,0,1,1,0,0,1
103.131.71.144,1,0,0,0,1,1,0,0,1
103.131.71.145,2,0,0,0,1,2,0,0,2
103.131.71.146,1,0,0,0,1,1,0,1,0
103.131.71.149,1,0,0,0,1,1,0,0,1
103.131.71.151,1,0,0,0,1,1,0,1,0
103.131.71.152,1,0,0,0,1,1,0,1,0
103.131.71.158,1,0,0,0,1,1,0,0,1
103.131.71.159,1,0,0,0,1,1,0,0,1
103.131.71.163,2,0,0,0,2,2,0,1,1
103.131.71.166,1,0,0,0,1,1,0,1,0
103.131.71.167,2,0,0,0,1,2,0,0,2
103.131.71.176,1,0,0,0,1,1,0,0,1
103.131.71.18,1,0,0,0,1,1,0,1,0
103.131.71.180,2,0,0,0,2,2,0,1,1
103.131.71.181,1,0,0,0,1,1,0,0,1
103.131.71.183,2,0,0,0,2,2,0,1,1
103.131.71.185,1,0,0,0,1,1,0,0,1
103.131.71.187,1,0,0,0,1,1,0,0,1
103.131.71.189,1,0,0,0,1,1,0,1,0
103.131.71.19,4,0,0,0,2,4,0,2,2
103.131.71.190,1,0,0,0,1,1,0,0,1
103.131.71.192,2,0,0,0,1,2,0,0,2
103.131.71.194,3,0,0,0,1,3,0,0,3
103.131.71.196,1,0,0,0,1,1,0,0,1
103.131.71.20,1,0,0,0,1,1,0,0,1
103.131.71.21,1,0,0,0,1,1,0,0,1
103.131.71.22,1,0,0,0,1,1,0,1,0
103.131.71.223,1,0,0,0,1,1,0,0,1
103.131.71.227,1,0,0,0,1,1,0,1,0
103.131.71.229,1,0,0,0,1,1,0,0,1
103.131.71.23,2,0,0,0,1,2,0,2,0
103.131.71.231,1,0,0,0,1,1,0,0,1
103.131.71.235,1,0,0,0,1,1,0,0,1
103.131.71.239,1,0,0,0,1,1,0,1,0
103.131.71.28,2,0,0,0,1,2,0,2,0
103.131.71.32,1,0,0,0,1,1,0,0,1
103.131.71.33,1,0,0,0,1,1,0,0,1
103.131.71.34,1,0,0,0,1,1,0,0,1
103.131.71.36,1,0,0,0,1,1,0,1,0
103.131.71.37,2,0,0,0,1,2,0,0,2
103.131.71.38,1,0,0,0,1,1,0,0,1
103.131.71.39,1,0,0,0,1,1,0,0,1
103.131.71.40,1,0,0,0,1,1,0,0,1
103.131.71.42,2,0,0,0,2,2,0,1,1
103.131.71.43,2,0,0,0,1,2,0,0,2
103.131.71.45,1,0,0,0,1,1,0,0,1
103.131.71.46,2,0,0,0,2,2,0,1,1
103.131.71.48,3,0,0,0,2,3,0,2,1
103.131.71.49,1,0,0,0,1,1,0,1,0
103.131.71.50,3,0,0,0,1,3,0,0,3
103.131.71.51,6,0,0,0,1,6,0,0,6
103.131.71.53,1,0,0,0,1,1,0,0,1
103.131.71.57,1,0,0,0,1,1,0,1,0
103.131.71.58,1,0,0,0,1,1,0,0,1
103.131.71.65,2,0,0,0,1,2,0,0,2
103.131.71.66,2,0,0,0,2,2,0,1,1
103.131.71.67,1,0,0,0,1,1,0,0,1
103.131.71.70,1,0,0,0,1,1,0,0,1
103.131.71.91,1,0,0,0,1,1,0,0,1
103.131.71.94,1,0,0,0,1,1,0,0,1
103.131.71.97,1,0,0,0,1,1,0,0,1
103.131.71.98,2,0,0,0,1,2,0,0,2
103.132.168.13,0,0,0,4,4,4,0,3,1
103.135.34.178,0,0,0,2,2,2,0,2,0
103.136.220.229,7,0,0,0,1,7,0,7,0
103.136.220.230,7,0,0,0,1,7,0,7,0
103.136.220.231,9,0,0,0,1,9,0,9,0
103.136.220.232,13,0,0,0,1,13,0,13,0
103.136.221.229,4,0,0,0,1,4,0,4,0
103.136.221.230,8,0,0,0,1,8,0,8,0
103.136.221.231,7,0,0,0,1,7,0,7,0
103.136.221.232,10,0,0,0,1,10,0,10,0
103.136.59.124,1,0,0,0,1,1,0,1,0
103.136.59.81,1,0,0,0,1,1,0,1,0
103.137.208.20,0,0,0,10,10,10,0,7,3
103.137.70.35,0,0,0,1,1,1,0,1,0
103.138.108.84,0,0,0,1,1,1,0,1,0
103.138.54.107,0,0,0,6,1,1,0,6,0
103.138.74.27,38,0,0,0,1,38,0,38,0
103.139.248.11,0,0,0,11,11,11,0,9,2
103.139.44.2,0,0,0,49874,50066,2,230,30135,19499
103.140.194.75,2,0,0,0,1,1,0,2,0
103.140.251.147,0,0,0,1,1,1,0,1,0
103.141.209.34,0,0,0,1,1,1,0,1,0
103.143.143.128,0,0,0,1,1,1,0,1,0
103.144.156.11,0,0,0,10,10,10,0,7,3
103.144.156.12,0,0,0,11,11,11,0,5,6
103.144.167.70,0,0,0,3,1,1,0,3,0
103.145.126.123,0,0,0,1,1,1,0,1,0
103.145.150.22,0,0,0,1,1,1,0,1,0
103.145.4.189,10,0,0,0,1,5,0,10,0
103.145.5.200,4,0,0,0,1,2,0,4,0
103.146.75.218,0,0,0,9,9,9,0,5,4
103.147.126.222,0,0,0,2,1,2,0,2,0
103.147.184.75,0,0,0,5,5,1,0,4,1
103.147.34.150,4,0,0,0,1,2,0,4,0
103.148.245.142,0,0,0,1,1,1,0,0,1
103.149.192.111,0,0,0,1,1,1,0,0,1
103.149.192.206,1,0,0,0,1,1,0,1,0
103.149.192.225,0,0,0,1,1,1,0,0,1
103.149.192.49,1,0,0,0,1,1,0,1,0
103.15.242.5,0,0,0,1,1,1,0,1,0
103.151.122.122,0,0,0,2,2,2,0,2,0
103.151.123.241,0,0,0,60630,57775,2,230,42709,17681
103.151.219.210,0,0,0,1,1,1,0,1,0
103.153.40.98,0,0,0,1,1,1,0,1,0
103.153.76.135,5,0,0,0,2,5,0,2,3
103.154.82.219,0,0,0,1,1,1,0,1,0
103.155.88.34,0,0,0,9,9,9,0,5,4
103.155.88.35,0,0,0,10,10,10,0,6,4
103.156.91.194,0,0,0,1,1,1,0,1,0
103.159.194.233,0,0,0,1,1,1,0,1,0
103.16.215.35,2,0,0,0,1,1,0,2,0
103.162.127.50,0,0,0,3,3,3,0,3,0
103.163.214.141,0,0,0,30,30,1,0,30,0
103.164.98.138,0,0,0,2,1,2,0,2,0
103.165.128.173,0,0,0,1,1,1,0,1,0
103.165.32.26,2,0,0,0,1,2,0,2,0
103.166.164.2,0,0,0,2,2,2,0,2,0
103.167.91.133,0,0,0,1,1,1,0,1,0
103.17.174.26,0,0,0,2,1,2,0,2,0
103.170.31.76,2,0,0,0,1,2,0,2,0
103.171.0.23,0,0,0,12,1,1,0,12,0
103.171.20.10,0,0,0,10,10,10,0,6,4
103.172.78.220,0,0,0,1,1,1,0,1,0
103.178.228.62,0,0,0,40,1,40,0,0,40
103.178.229.175,0,0,0,28,1,28,0,0,28
103.178.229.184,0,0,0,33,1,33,0,0,33
103.179.198.14,2,0,0,0,1,1,0,2,0
103.179.70.69,2,0,0,0,1,2,0,2,0
103.18.46.154,0,0,0,1,1,1,0,1,0
103.180.122.128,0,0,0,1,1,1,0,1,0
103.180.148.51,64,0,0,2,2,33,0,66,0
103.180.195.162,0,0,0,1,1,1,0,1,0
103.180.50.126,0,0,0,4,4,4,0,3,1
103.184.52.97,0,0,0,1,1,1,0,1,0
103.186.91.45,0,0,0,1,1,1,0,1,0
103.19.57.11,0,0,0,2,1,2,0,2,0
103.193.151.9,64,0,0,0,1,32,0,64,0
103.196.136.5,0,0,0,11,11,11,1,8,2
103.196.145.122,0,0,0,2,1,2,0,0,2
103.197.198.19,0,0,0,1,1,1,0,1,0
103.20.102.151,0,0,0,1,1,1,0,1,0
103.203.57.11,4,0,0,0,1,2,0,4,0
103.203.57.13,4,0,0,0,1,1,0,4,0
103.203.57.15,0,0,0,2,1,2,0,2,0
103.203.57.16,0,0,0,1,1,1,0,0,1
103.203.57.17,0,0,0,2,1,2,0,0,2
103.203.57.18,10,0,0,0,1,1,0,10,0
103.203.57.21,4,0,0,0,1,2,0,4,0
103.203.57.22,0,0,0,2,1,2,0,2,0
103.203.57.23,0,0,0,1,1,1,0,0,1
103.203.57.28,0,0,0,1,1,1,0,0,1
103.203.58.0,0,0,0,2,1,2,0,0,2
103.203.58.1,0,0,0,1,1,1,0,0,1
103.203.58.2,0,0,0,1,1,1,0,0,1
103.203.59.1,1,0,0,0,1,1,0,1,0
103.203.59.10,4,0,0,0,1,2,0,4,0
103.203.59.11,10,0,0,0,1,2,0,10,0
103.203.59.16,0,0,0,2,1,2,0,0,2
103.203.59.4,0,0,0,4,1,1,0,4,0
103.203.59.8,0,0,0,2,1,2,0,2,0
103.209.197.202,0,0,0,1,1,1,0,0,1
103.216.152.30,2,0,0,0,1,2,0,0,2
103.218.240.168,0,0,0,1,1,1,0,1,0
103.225.87.162,1,0,0,0,1,1,0,1,0
103.23.100.71,0,0,0,1,1,1,0,1,0
103.233.8.153,2,0,0,0,1,2,0,2,0
103.234.27.201,6,0,0,0,1,3,0,6,0
103.237.21.36,0,0,0,1,1,1,0,1,0
103.237.87.70,0,0,0,1,1,1,0,1,0
103.239.251.83,0,0,0,1,1,1,0,1,0
103.242.105.67,0,0,0,1,1,1,0,1,0
103.245.237.254,0,0,0,1,1,1,0,1,0
103.245.237.67,0,0,0,6,1,6,0,6,0
103.247.13.128,1,0,0,0,1,1,0,0,1
103.250.196.10,0,0,0,3,3,3,0,1,2
103.251.167.20,7,0,0,0,1,7,0,7,0
103.252.136.63,1,0,0,0,1,1,0,0,1
103.252.250.40,0,0,0,3,3,1,0,3,0
103.26.136.173,2,0,0,0,1,1,0,2,0
103.3.253.122,0,0,0,1,1,1,0,1,0
103.36.25.17,1,0,0,0,1,1,0,1,0
103.40.76.4,6,0,0,0,1,6,0,6,0
103.42.185.62,0,0,0,1,1,1,0,1,0
103.43.77.174,0,0,0,1,1,1,0,1,0
103.45.100.32,2,0,0,0,1,1,0,2,0
103.45.246.23,10,0,0,10,10,12,0,13,7
103.45.246.42,0,0,0,14,13,14,0,4,10
103.45.98.76,2,0,0,0,1,1,0,2,0
103.47.195.214,0,0,0,1,1,1,0,1,0
103.56.149.179,0,0,0,1,1,1,0,0,1
103.56.17.4,3,0,0,0,1,3,0,3,0
103.56.61.130,0,0,0,19,18,19,0,7,12
103.56.61.132,2,0,0,50,49,50,2,26,24
103.56.61.139,9,0,0,43,41,49,3,15,34
103.56.61.144,0,0,0,18,17,17,1,7,10
103.58.72.18,0,0,0,1,1,1,0,0,1
103.6.248.133,0,0,0,3,2,3,0,2,1
103.62.153.142,0,0,0,1,1,1,0,1,0
103.66.222.29,0,0,0,5,5,5,0,4,1
103.66.222.30,0,0,0,9,9,9,0,6,3
103.67.162.243,2,0,0,0,1,2,0,0,2
103.67.162.245,1,0,0,0,1,1,0,0,1
103.67.163.119,0,0,0,1,1,1,0,1,0
103.67.199.223,0,0,0,1,1,1,0,1,0
103.69.111.227,0,0,0,4,1,4,0,4,0
103.69.86.112,20,0,0,0,1,10,0,20,0
103.69.97.126,14,0,0,0,1,7,0,14,0
103.69.97.132,16,0,0,0,1,7,0,16,0
103.69.97.248,20,0,0,0,1,10,0,20,0
103.70.85.34,0,0,0,1,1,1,0,1,0
103.72.76.157,12,0,0,0,1,12,0,12,0
103.73.102.122,11,0,0,0,1,11,0,11,0
103.74.192.12,4,0,0,0,1,2,0,4,0
103.77.172.213,1,0,0,0,1,1,0,0,1
103.77.241.234,0,0,0,5,2,5,0,0,5
103.77.51.37,0,0,0,1,1,1,0,1,0
103.8.140.2,1,0,0,0,1,1,0,1,0
103.80.211.79,0,0,0,1,1,1,0,1,0
103.83.179.121,0,0,0,1,1,1,0,1,0
103.89.91.86,78,0,0,61031,57884,10,230,41265,19604
103.92.25.195,0,0,0,1,1,1,0,1,0
103.97.228.75,0,0,0,1,1,1,0,1,0
103.98.151.254,0,0,0,4,4,1,0,3,1
103.99.0.154,34,0,0,0,2,34,0,6,28
104.11.128.171,16,0,0,0,1,16,0,16,0
104.11.89.153,1,0,0,0,1,1,0,1,0
104.12.105.67,6,0,0,0,1,6,0,6,0
104.129.198.76,0,0,0,1,1,1,0,1,0
104.131.128.11,0,0,0,4,4,4,0,2,2
104.131.128.19,0,0,0,1,1,1,0,1,0
104.131.128.21,0,0,0,1,1,1,0,0,1
104.131.128.22,2,0,0,1,2,3,0,1,2
104.131.128.26,0,0,0,3,3,3,0,1,2
104.131.128.37,0,0,0,2,2,2,0,1,1
104.131.128.38,0,0,0,2,2,2,0,2,0
104.131.128.39,0,0,0,3,3,3,0,2,1
104.131.14.215,6,0,0,0,1,1,0,6,0
104.131.144.12,0,0,0,4,4,4,0,2,2
104.131.144.21,0,0,0,1,1,1,0,1,0
104.131.144.23,0,0,0,3,3,3,0,0,3
104.131.144.24,0,0,0,3,3,3,0,0,3
104.131.144.26,0,0,0,1,1,1,0,1,0
104.131.144.28,0,0,0,3,3,3,0,0,3
104.131.144.29,0,0,0,2,2,2,0,0,2
104.131.144.30,0,0,0,4,4,4,0,3,1
104.131.144.34,0,0,0,2,2,2,0,1,1
104.131.144.35,0,0,0,2,2,2,0,0,2
104.131.144.37,0,0,0,1,1,1,0,0,1
104.131.144.38,0,0,0,1,1,1,0,0,1
104.131.144.39,0,0,0,1,1,1,0,0,1
104.131.144.40,0,0,0,1,1,1,0,0,1
104.131.144.41,0,0,0,3,3,3,0,0,3
104.131.144.7,0,0,0,2,2,2,0,2,0
104.131.144.8,0,0,0,2,2,2,0,1,1
104.131.144.9,0,0,0,2,2,2,0,1,1
104.131.167.138,2,0,0,0,2,2,0,1,1
104.131.181.99,0,0,0,6,2,2,0,3,3
104.137.136.83,0,0,0,1,1,1,0,1,0
104.137.192.185,0,0,0,1,1,1,0,1,0
104.137.195.82,0,0,0,1,1,1,0,1,0
104.138.210.8,0,0,0,1,1,1,0,0,1
104.14.65.158,21,0,0,0,1,21,0,21,0
104.140.148.118,0,0,0,2,1,2,2,0,0
104.151.70.12,2,0,0,0,1,2,0,2,0
104.152.143.165,1,0,0,0,1,1,0,1,0
104.153.126.154,13,0,0,0,1,13,0,13,0
104.156.155.6,0,0,0,87,87,1,0,32,55
104.168.54.243,0,0,0,2,1,2,0,0,2
104.172.92.74,4,0,0,0,1,4,0,4,0
104.173.165.142,0,0,0,1,1,1,0,1,0
104.174.123.112,64,0,0,0,1,64,0,64,0
104.174.174.169,1,0,0,0,1,1,0,1,0
104.175.17.241,0,0,0,5,2,1,0,5,0
104.176.74.139,4,0,0,0,1,4,0,4,0
104.177.118.162,7,0,0,0,1,7,0,7,0
104.18.7.148,1,0,0,0,1,1,0,0,1
104.183.103.100,0,0,0,1,1,1,0,0,1
104.183.82.229,7,0,0,0,1,7,0,7,0
104.184.205.169,6,0,0,0,1,6,0,6,0
104.184.32.149,22,0,0,0,1,22,0,22,0
104.184.34.223,12,0,0,0,1,12,0,12,0
104.188.22.187,2,0,0,0,1,2,0,2,0
104.188.22.78,7,0,0,0,1,7,0,7,0
104.192.83.8,1,0,0,0,1,1,0,1,0
104.196.210.85,1,0,0,0,1,1,0,1,0
104.196.214.14,1,0,0,0,1,1,0,1,0
104.196.29.152,0,0,0,1,1,1,0,0,1
104.197.131.85,0,0,0,1,1,1,0,0,1
104.199.110.21,0,0,0,1,1,1,0,0,1
104.199.78.210,0,0,0,1,1,1,0,1,0
